Inputfile FileNo. ParticleNo. Valid red green blue bright redstd greenstd bluestd brightstd redhi greenhi bluehi brighthi area perimeter circ 
ImageA.jpg 1 17 0 4.050000e+01 1.045000e+02 49 79 7.071068e-01 7.071068e-01 2.828427e+00 0 41 105 51 255 2 1.960000e+00 6.542259e+00 
ImageA.jpg 1 18 1 4.455756e+01 1.836161e+02 7.343160e+01 1.294974e+02 5.211551e+00 2.689444e+01 1.162716e+01 1.846021e+01 51 214 86 150 17331 4.683340e+02 9.929380e-01 
ImageA.jpg 1 19 0 4.351439e+01 1.727962e+02 7.031103e+01 1.224720e+02 5.170055e+00 2.524149e+01 1.108074e+01 1.743735e+01 50 203 83 143 17722 5.076670e+02 8.641014e-01 
ImageA.jpg 1 20 0 3.938415e+01 1.573122e+02 6.407757e+01 1.114357e+02 4.960029e+00 2.357795e+01 1.007742e+01 1.631109e+01 47 191 78 135 15999 4.905480e+02 8.354870e-01 
ImageA.jpg 1 21 1 4.222963e+01 1.729291e+02 6.997836e+01 1.221240e+02 4.712300e+00 2.370213e+01 1.065719e+01 1.636932e+01 48 198 82 140 15664 4.596750e+02 9.315599e-01 
ImageA.jpg 1 22 1 4.638643e+01 1.966603e+02 7.693099e+01 1.380922e+02 6.492368e+00 3.579400e+01 1.346963e+01 2.428573e+01 55 242 93 169 20679 5.143160e+02 9.823796e-01 
ImageA.jpg 1 23 0 40 106 44 79 0 0 0 0 255 255 255 255 1 0 Inf 
ImageA.jpg 1 24 1 3.851829e+01 1.462067e+02 5.744753e+01 1.038840e+02 7.761150e+00 2.603015e+01 9.558249e+00 1.818298e+01 53 197 75 140 15038 4.693180e+02 8.579570e-01 
ImageA.jpg 1 25 0 34 108 47 79 0 0 0 0 255 255 255 255 1 0 Inf 
ImageA.jpg 1 26 0 4.916667e+01 1.125000e+02 6.033333e+01 8.766667e+01 4.875107e+00 3.781534e+00 4.802777e+00 4.457204e+00 56 118 67 94 6 5.516000e+00 2.478064e+00 
ImageA.jpg 1 27 0 3.420147e+01 1.253297e+02 5.178388e+01 8.971062e+01 2.608328e+00 9.917704e+00 4.442600e+00 6.763946e+00 39 141 59 101 546 1.514170e+02 2.992631e-01 
ImageA.jpg 1 28 1 4.813824e+01 2.036984e+02 7.863699e+01 1.429419e+02 9.227695e+00 3.845722e+01 1.527750e+01 2.648472e+01 58 254 95 176 20305 5.068900e+02 9.930827e-01 
ImageA.jpg 1 29 1 4.213905e+01 1.735652e+02 6.941663e+01 1.224135e+02 5.354254e+00 2.796963e+01 1.137630e+01 1.913221e+01 50 217 85 152 15390 4.455330e+02 9.742911e-01 
ImageA.jpg 1 30 0 4.667036e+01 1.916604e+02 7.618418e+01 1.351563e+02 6.378681e+00 3.333475e+01 1.276208e+01 2.275897e+01 56 241 92 168 21305 5.255460e+02 9.693262e-01 
ImageA.jpg 1 31 1 4.325715e+01 1.794700e+02 7.101975e+01 1.263982e+02 5.722828e+00 2.958516e+01 1.213715e+01 2.026130e+01 51 217 86 152 15948 4.609990e+02 9.430096e-01 
ImageA.jpg 1 32 0 4.357982e+01 1.769114e+02 7.124888e+01 1.250121e+02 5.542112e+00 2.778263e+01 1.176181e+01 1.911207e+01 51 213 85 150 8920 4.021690e+02 6.930388e-01 
ImageA.jpg 1 33 1 4.254382e+01 1.759657e+02 6.980686e+01 1.239756e+02 4.990542e+00 2.488550e+01 1.065655e+01 1.710832e+01 49 205 82 144 18598 4.933590e+02 9.601741e-01 
ImageA.jpg 1 34 1 4.493284e+01 1.896664e+02 7.413642e+01 1.332305e+02 6.376006e+00 3.342888e+01 1.270817e+01 2.276510e+01 55 244 92 170 41856 1.120953e+03 4.185938e-01 
ImageA.jpg 1 35 1 4.266889e+01 1.761197e+02 7.024933e+01 1.241579e+02 4.880039e+00 2.514078e+01 1.027597e+01 1.718266e+01 50 210 83 147 18722 5.067230e+02 9.162645e-01 
ImageA.jpg 1 36 0 4.350000e+01 1.093333e+02 5.466667e+01 8.333333e+01 7.713624e+00 6.250333e+00 5.085928e+00 3.559026e+00 51 115 58 88 6 9.800000e+00 7.850711e-01 
ImageA.jpg 1 37 1 4.429479e+01 1.854486e+02 7.239003e+01 1.303677e+02 5.850280e+00 3.082063e+01 1.208942e+01 2.106563e+01 52 222 87 156 15886 4.530340e+02 9.726640e-01 
ImageA.jpg 1 38 0 4.032439e+01 1.578684e+02 6.376835e+01 1.120013e+02 5.074252e+00 2.394312e+01 1.020479e+01 1.650490e+01 48 193 79 137 18191 5.876300e+02 6.620008e-01 
ImageA.jpg 1 39 0 4.044444e+01 108 5.111111e+01 8.122222e+01 4.333333e+00 3.278719e+00 4.106228e+00 1.481366e+00 46 112 57 83 9 1.114000e+01 9.113433e-01 
ImageA.jpg 1 40 1 4.127478e+01 1.700203e+02 6.739740e+01 1.198384e+02 4.583934e+00 2.379063e+01 1.041376e+01 1.633742e+01 48 198 80 139 18022 5.000580e+02 9.056744e-01 
ImageA.jpg 1 41 0 3.958024e+01 1.547539e+02 6.172763e+01 1.097135e+02 5.645066e+00 2.744094e+01 1.098083e+01 1.885596e+01 50 205 81 144 19125 6.500790e+02 5.686945e-01 
ImageA.jpg 1 42 1 3.983895e+01 1.614148e+02 6.426252e+01 1.139932e+02 4.061661e+00 2.057965e+01 9.166876e+00 1.417603e+01 45 184 75 130 16113 4.796900e+02 8.799641e-01 
ImageA.jpg 1 43 0 3.722826e+01 1.290290e+02 4.702536e+01 9.220652e+01 6.924691e+00 1.555609e+01 7.207275e+00 1.090508e+01 49 161 60 114 276 1.543870e+02 1.455116e-01 
ImageA.jpg 1 44 1 3.985787e+01 1.599684e+02 6.383378e+01 1.131157e+02 4.075196e+00 1.872380e+01 8.351324e+00 1.295412e+01 45 185 74 130 21712 5.495950e+02 9.032836e-01 
ImageA.jpg 1 45 0 3.650347e+01 1.399278e+02 5.728689e+01 9.958046e+01 2.720724e+00 1.292150e+01 5.910719e+00 8.922771e+00 41 158 66 112 15703 5.313160e+02 6.990153e-01 
ImageA.jpg 1 46 1 3.658753e+01 1.443850e+02 5.783715e+01 1.023016e+02 3.234625e+00 1.535323e+01 6.697074e+00 1.057872e+01 42 164 66 116 16377 4.982140e+02 8.291104e-01 
ImageA.jpg 1 47 0 4.152941e+01 1.089412e+02 4.952941e+01 82 2.672023e+00 2.135140e+00 3.023195e+00 1.620185e+00 46 112 55 85 17 1.780600e+01 6.737923e-01 
ImageA.jpg 1 48 0 3.636000e+01 1.116800e+02 4.732000e+01 8.180000e+01 4.535784e+00 3.567445e+00 3.579106e+00 2.254625e+00 43 116 52 86 25 1.928600e+01 8.446281e-01 
ImageA.jpg 1 49 1 3.905643e+01 1.588363e+02 6.302976e+01 1.121195e+02 4.156641e+00 2.040677e+01 9.378796e+00 1.411885e+01 45 185 75 130 20432 5.478440e+02 8.554742e-01 
ImageA.jpg 1 50 0 37 108 4.450000e+01 7.950000e+01 1.414214e+00 0 7.071068e-01 7.071068e-01 38 255 45 80 2 1.960000e+00 6.542259e+00 
ImageA.jpg 1 51 0 4.020000e+01 1.078000e+02 4.380000e+01 8.020000e+01 2.683282e+00 1.643168e+00 2.167948e+00 4.472136e-01 44 109 46 81 5 4.962000e+00 2.551916e+00 
ImageA.jpg 1 52 0 3.577158e+01 1.334744e+02 5.401129e+01 9.518222e+01 2.519704e+00 1.163529e+01 4.836617e+00 7.922143e+00 40 153 62 109 16925 5.900210e+02 6.109471e-01 
ImageA.jpg 1 53 0 3.311111e+01 1.151667e+02 4.272222e+01 8.238889e+01 3.496029e+00 3.258473e+00 4.098860e+00 2.090283e+00 39 120 50 86 18 1.319900e+01 1.298375e+00 
ImageA.jpg 1 54 0 31 110 44 79 0 0 0 0 255 255 255 255 1 0 Inf 
ImageA.jpg 1 55 1 3.794634e+01 1.511010e+02 5.991539e+01 1.068864e+02 3.541530e+00 1.651102e+01 7.678781e+00 1.139412e+01 43 172 69 121 17965 5.947020e+02 6.383198e-01 
ImageA.jpg 1 56 0 3.828571e+01 1.091429e+02 4.557143e+01 8.064286e+01 3.361057e+00 2.178819e+00 1.398586e+00 1.392681e+00 44 112 48 83 14 1.075100e+01 1.522089e+00 
ImageA.jpg 1 57 0 4.052174e+01 1.156957e+02 4.743478e+01 8.547826e+01 7.439878e+00 5.380392e+00 7.780080e+00 5.115658e+00 51 125 58 95 23 1.598600e+01 1.130988e+00 
ImageA.jpg 1 58 0 35 1.164615e+02 4.623077e+01 84 4.490731e+00 2.875627e+00 3.419402e+00 2.828427e+00 41 121 52 89 13 1.206600e+01 1.122087e+00 
ImageA.jpg 1 59 0 3.992941e+01 1.283529e+02 4.788235e+01 9.269412e+01 5.234474e+00 1.073901e+01 5.254050e+00 7.770554e+00 48 145 55 104 85 5.046400e+01 4.194358e-01 
ImageA.jpg 1 60 0 38 107 44 79 0 0 0 0 255 255 255 255 1 0 Inf 
ImageA.jpg 1 61 0 3.706940e+01 1.470266e+02 5.836909e+01 1.040561e+02 3.287181e+00 1.564385e+01 6.690574e+00 1.077839e+01 42 169 68 119 19624 5.570070e+02 7.948334e-01 
ImageA.jpg 1 62 0 3.385802e+01 1.241979e+02 5.079662e+01 8.880147e+01 2.090256e+00 7.920110e+00 3.347029e+00 5.389713e+00 37 138 56 98 12769 4.946580e+02 6.557777e-01 
ImageA.jpg 1 63 0 3.775000e+01 1.087500e+02 4.325000e+01 80 2.629956e+00 2.061553e+00 2.061553e+00 1.414214e+00 40 111 45 82 4 4.590000e+00 2.385857e+00 
ImageA.jpg 1 64 0 38 107 42 79 0 0 0 0 255 255 255 255 3 3.920000e+00 2.453347e+00 
ImageA.jpg 1 65 0 45 104 40 79 0 0 0 0 255 255 255 255 1 0 Inf 
ImageA.jpg 1 66 0 34 108 45 79 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageA.jpg 1 67 0 3.320854e+01 1.231918e+02 4.960186e+01 8.788119e+01 1.770128e+00 8.332393e+00 3.001906e+00 5.573883e+00 36 137 54 97 14098 4.764210e+02 7.805228e-01 
ImageA.jpg 1 68 0 33 109 4.450000e+01 79 0 0 5.773503e-01 0 255 255 45 255 4 5.880000e+00 1.453835e+00 
ImageB.jpg 2 1 0 33 118 51 85 0 0 0 0 255 255 255 255 5 6.368000e+00 1.549436e+00 
ImageB.jpg 2 2 0 3.430148e+01 1.227752e+02 5.332349e+01 8.837348e+01 1.420709e+00 3.582588e+00 1.957380e+00 2.491199e+00 36 129 56 93 3861 3.957700e+02 3.097590e-01 
ImageB.jpg 2 3 0 45 1.125000e+02 50 85 1.414214e+00 7.071068e-01 0 0 46 113 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 4 0 40 115 50 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 5 0 4.287500e+01 1.162500e+02 4.925000e+01 8.650000e+01 1.457738e+00 1.035098e+00 2.052873e+00 1.069045e+00 45 118 51 88 8 1.181000e+01 7.207756e-01 
ImageB.jpg 2 6 0 4.350000e+01 116 5.450000e+01 8.750000e+01 3.535534e+00 1.414214e+00 3.535534e+00 2.121320e+00 46 117 57 89 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 7 0 4.128571e+01 1.155714e+02 5.028571e+01 86 1.496026e+00 1.272418e+00 1.799471e+00 1 43 118 52 88 7 1.181000e+01 6.306786e-01 
ImageB.jpg 2 8 0 4.530435e+01 1.182609e+02 5.191304e+01 8.895652e+01 3.771120e+00 2.895410e+00 4.813929e+00 2.883783e+00 51 123 59 94 23 2.539000e+01 4.483450e-01 
ImageB.jpg 2 9 0 3.877147e+01 1.486629e+02 6.116520e+01 1.058287e+02 4.393493e+00 1.916081e+01 7.762687e+00 1.321600e+01 43 168 70 119 15950 4.623210e+02 9.377419e-01 
ImageB.jpg 2 10 0 3.807692e+01 1.193846e+02 4.484615e+01 8.653846e+01 2.596842e+00 2.218801e+00 2.230327e+00 1.391365e+00 43 122 50 89 13 1.386900e+01 8.493035e-01 
ImageB.jpg 2 11 0 37 1.197500e+02 3.875000e+01 8.575000e+01 1.414214e+00 1.892969e+00 1.500000e+00 5.000000e-01 39 121 41 86 4 5.053000e+00 1.968662e+00 
ImageB.jpg 2 12 0 3.546396e+01 1.300570e+02 5.462797e+01 9.315322e+01 1.972252e+00 8.467799e+00 3.690687e+00 5.759902e+00 39 145 62 103 8158 5.658210e+02 3.202104e-01 
ImageB.jpg 2 13 0 3.530141e+01 1.227024e+02 5.329146e+01 8.858776e+01 1.531023e+00 3.913758e+00 2.045797e+00 2.658216e+00 38 130 57 93 7435 8.622410e+02 1.256705e-01 
ImageB.jpg 2 14 0 36 117 51 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 15 0 38 1.199412e+02 4.741176e+01 8.705882e+01 3.297726e+00 2.771971e+00 3.279840e+00 1.675955e+00 45 125 54 91 17 1.638300e+01 7.959246e-01 
ImageB.jpg 2 16 0 36 116 53 85 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 17 0 3.928278e+01 1.545267e+02 6.378203e+01 1.097420e+02 3.308201e+00 1.610107e+01 7.061005e+00 1.111667e+01 44 174 73 123 12621 4.177870e+02 9.086440e-01 
ImageB.jpg 2 18 0 35 117 51 85 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 19 0 36 117 51 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 20 0 36 117 51 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 21 0 3.637500e+01 1.168750e+02 5.250000e+01 8.550000e+01 1.060660e+00 6.408699e-01 1.690309e+00 7.559289e-01 38 118 55 87 8 8.328000e+00 1.449501e+00 
ImageB.jpg 2 22 0 36 116 53 85 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 23 0 3.525000e+01 1.175000e+02 5.075000e+01 8.525000e+01 1.707825e+00 1 9.574271e-01 5.000000e-01 37 118 52 86 4 4.590000e+00 2.385857e+00 
ImageB.jpg 2 24 0 3.644444e+01 1.156667e+02 5.277778e+01 85 5.270463e-01 7.071068e-01 6.666667e-01 0 37 117 53 255 9 8.791000e+00 1.463443e+00 
ImageB.jpg 2 25 0 35 118 50 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 26 0 3.662500e+01 1.165000e+02 5.137500e+01 8.512500e+01 7.440238e-01 7.559289e-01 7.440238e-01 3.535534e-01 37 118 53 86 8 8.328000e+00 1.449501e+00 
ImageB.jpg 2 27 0 3.650000e+01 1.165000e+02 51 85 7.071068e-01 7.071068e-01 0 0 37 117 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 28 0 3.550000e+01 117 51 85 7.071068e-01 0 0 0 36 255 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 29 0 3.620000e+01 1.162000e+02 5.320000e+01 8.520000e+01 4.472136e-01 4.472136e-01 4.472136e-01 4.472136e-01 37 117 54 86 5 6.368000e+00 1.549436e+00 
ImageB.jpg 2 30 0 3.447125e+01 1.227721e+02 5.323956e+01 8.839528e+01 1.400358e+00 3.486768e+00 1.931407e+00 2.345715e+00 37 129 57 92 2922 3.726370e+02 2.644345e-01 
ImageB.jpg 2 31 0 36 118 44 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 32 0 38 1.165000e+02 45 85 2.828427e+00 2.121320e+00 1.414214e+00 0 40 118 46 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 33 0 36 117 51 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 34 1 4.271822e+01 1.745454e+02 7.110801e+01 1.233497e+02 4.889435e+00 2.356425e+01 1.017300e+01 1.627016e+01 50 206 84 145 39357 1.155737e+03 3.702660e-01 
ImageB.jpg 2 35 1 4.057494e+01 1.633672e+02 6.693409e+01 1.156837e+02 3.480885e+00 1.702914e+01 8.157246e+00 1.178585e+01 45 184 77 130 17054 5.616470e+02 6.793745e-01 
ImageB.jpg 2 36 1 4.035937e+01 1.629621e+02 6.696867e+01 1.153796e+02 3.681678e+00 1.784687e+01 7.997121e+00 1.230905e+01 46 187 78 132 17461 5.253320e+02 7.950808e-01 
ImageB.jpg 2 37 0 4.338889e+01 1.207222e+02 5.372222e+01 8.988889e+01 5.637468e+00 3.847162e+00 4.055578e+00 3.479163e+00 53 126 61 96 18 1.405100e+01 1.145692e+00 
ImageB.jpg 2 38 0 40 116 52 86 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageB.jpg 2 39 1 4.405856e+01 1.811502e+02 7.283475e+01 1.278183e+02 5.303499e+00 2.602155e+01 1.093379e+01 1.793572e+01 51 212 85 149 15147 4.629410e+02 8.881477e-01 
ImageB.jpg 2 40 0 4.003296e+01 1.541699e+02 6.363757e+01 1.097287e+02 4.136757e+00 1.852992e+01 8.159696e+00 1.280656e+01 46 181 76 129 16199 5.369100e+02 7.061469e-01 
ImageB.jpg 2 41 0 3.923810e+01 1.250317e+02 4.933333e+01 9.079365e+01 4.969956e+00 6.525306e+00 4.091691e+00 4.704695e+00 46 137 57 101 63 4.138400e+01 4.622591e-01 
ImageB.jpg 2 42 0 3.433333e+01 1.178333e+02 5.150000e+01 8.533333e+01 8.164966e-01 9.831921e-01 8.366600e-01 5.163978e-01 35 119 53 86 6 6.186000e+00 1.970340e+00 
ImageB.jpg 2 43 0 37 1.175000e+02 5.187500e+01 8.587500e+01 1.069045e+00 7.559289e-01 6.408699e-01 6.408699e-01 39 118 53 87 8 7.476000e+00 1.798710e+00 
ImageB.jpg 2 44 1 4.510630e+01 1.882673e+02 7.480948e+01 1.325542e+02 5.596210e+00 2.888721e+01 1.174427e+01 1.978843e+01 53 226 89 158 17893 5.049550e+02 8.818357e-01 
ImageB.jpg 2 45 1 4.296416e+01 1.771885e+02 7.101916e+01 1.249523e+02 4.867114e+00 2.434984e+01 1.062625e+01 1.679109e+01 49 206 83 145 16128 4.940360e+02 8.303729e-01 
ImageB.jpg 2 46 0 4.458344e+01 1.788363e+02 7.080157e+01 1.263911e+02 7.305801e+00 3.551694e+01 1.309689e+01 2.427804e+01 58 247 93 173 20194 5.300130e+02 9.033565e-01 
ImageB.jpg 2 47 1 4.436909e+01 1.815724e+02 7.262454e+01 1.281471e+02 5.046239e+00 2.417461e+01 9.932880e+00 1.665814e+01 52 214 85 151 21965 5.393490e+02 9.488582e-01 
ImageB.jpg 2 48 0 43 1.146667e+02 4.966667e+01 8.566667e+01 3 2.516611e+00 1.154701e+00 5.773503e-01 46 117 51 86 3 3.093000e+00 3.940681e+00 
ImageB.jpg 2 49 0 4.360641e+01 1.749965e+02 7.086329e+01 1.238494e+02 4.883842e+00 2.185361e+01 9.645837e+00 1.518230e+01 51 205 83 145 34978 9.579430e+02 4.789890e-01 
ImageB.jpg 2 50 1 4.299554e+01 1.782911e+02 7.056639e+01 1.255719e+02 5.526555e+00 2.895175e+01 1.143739e+01 1.976995e+01 52 227 87 159 37926 1.026547e+03 4.522611e-01 
ImageB.jpg 2 51 0 36 117 48 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 52 0 38 1.174000e+02 4.180000e+01 85 1.414214e+00 5.477226e-01 4.472136e-01 0 39 118 42 255 5 4.962000e+00 2.551916e+00 
ImageB.jpg 2 53 0 36 118 44 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 54 0 4.034783e+01 1.251739e+02 4.739130e+01 9.086957e+01 7.565524e+00 4.735285e+00 7.120643e+00 4.864569e+00 52 133 59 100 23 2.011300e+01 7.144700e-01 
ImageB.jpg 2 55 0 4.182051e+01 1.317692e+02 5.020513e+01 9.553846e+01 8.087911e+00 1.024043e+01 7.097737e+00 8.274393e+00 56 151 62 111 39 2.209800e+01 1.003618e+00 
ImageB.jpg 2 56 0 3.860465e+01 1.226279e+02 5.037209e+01 8.930233e+01 5.301121e+00 3.988216e+00 5.524936e+00 3.363211e+00 47 128 59 95 43 2.980600e+01 6.082343e-01 
ImageB.jpg 2 57 1 4.389768e+01 1.836640e+02 7.227111e+01 1.291989e+02 5.123557e+00 2.558078e+01 1.088404e+01 1.758941e+01 51 216 85 151 18531 4.979980e+02 9.389739e-01 
ImageB.jpg 2 58 0 29 122 41 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 59 1 4.679158e+01 2.009688e+02 7.685997e+01 1.407382e+02 6.183015e+00 3.418919e+01 1.250046e+01 2.313952e+01 55 246 91 171 21860 5.407720e+02 9.393591e-01 
ImageB.jpg 2 60 1 4.309183e+01 1.750226e+02 7.003367e+01 1.236188e+02 4.805144e+00 2.265381e+01 1.004012e+01 1.564464e+01 50 204 82 144 17315 5.072530e+02 8.456353e-01 
ImageB.jpg 2 61 0 42 115 46 85 0 0 0 0 255 255 255 255 1 0 Inf 
ImageB.jpg 2 62 1 4.533455e+01 1.927533e+02 7.399889e+01 1.351536e+02 5.802103e+00 3.123684e+01 1.192241e+01 2.124060e+01 54 234 88 163 20741 5.206590e+02 9.614635e-01 
ImageB.jpg 2 63 0 4.219866e+01 1.684274e+02 6.809536e+01 1.192547e+02 4.141923e+00 2.008635e+01 9.083420e+00 1.390322e+01 48 192 79 135 16863 4.880810e+02 8.895306e-01 
ImageB.jpg 2 64 0 4.185714e+01 1.177143e+02 5.342857e+01 8.771429e+01 3.891382e+00 1.889822e+00 2.760262e+00 1.380131e+00 46 120 57 90 7 8.328000e+00 1.268313e+00 
ImageB.jpg 2 65 0 3.935714e+01 1.200714e+02 53 8.835714e+01 4.683968e+00 3.384678e+00 5.817745e+00 3.152707e+00 49 127 65 95 14 1.441500e+01 8.466592e-01 
ImageB.jpg 2 66 0 4.420000e+01 1.154000e+02 4.880000e+01 8.640000e+01 5.630275e+00 2.607681e+00 4.324350e+00 2.190890e+00 49 118 55 90 5 7.592000e+00 1.090103e+00 
ImageB.jpg 2 67 0 37 1.176667e+02 4.866667e+01 8.566667e+01 1 1.154701e+00 2.081666e+00 5.773503e-01 38 119 51 86 3 3.093000e+00 3.940681e+00 
ImageB.jpg 2 68 1 4.269149e+01 1.788888e+02 7.014595e+01 1.257866e+02 5.003984e+00 2.581294e+01 1.059074e+01 1.765521e+01 50 213 83 149 20884 5.895670e+02 7.550178e-01 
ImageB.jpg 2 69 0 37 117 49 8.533333e+01 2.645751e+00 1 1.732051e+00 5.773503e-01 40 118 51 86 3 3.093000e+00 3.940681e+00 
ImageC.jpg 3 1 0 3.224196e+01 1.149169e+02 4.992155e+01 8.274555e+01 1.935634e+00 6.073636e+00 3.200596e+00 4.255026e+00 35 124 54 89 8642 3.653340e+02 8.136618e-01 
ImageC.jpg 3 2 0 31 102 4.516667e+01 74 0 0 1.029857e+00 0 255 255 46 255 12 1.160300e+01 1.120084e+00 
ImageC.jpg 3 3 0 30 1.024375e+02 4.412500e+01 74 1.032796e+00 5.123475e-01 5.000000e-01 0 31 103 46 255 16 1.531600e+01 8.571151e-01 
ImageC.jpg 3 4 0 3.112137e+01 1.042269e+02 4.594679e+01 7.562049e+01 1.045069e+00 1.725933e+00 1.381571e+00 1.325158e+00 33 107 48 78 2274 3.380010e+02 2.501292e-01 
ImageC.jpg 3 5 0 3.144444e+01 1.021111e+02 4.461111e+01 7.427778e+01 6.156988e-01 5.829831e-01 9.164438e-01 4.608886e-01 33 103 47 75 18 1.414200e+01 1.130995e+00 
ImageC.jpg 3 6 0 31 102 44 74 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageC.jpg 3 7 0 3.116667e+01 1.018333e+02 46 74 3.834825e-01 3.834825e-01 0 0 32 102 255 255 18 1.536600e+01 9.579894e-01 
ImageC.jpg 3 8 0 3.126103e+01 1.068964e+02 4.676047e+01 7.746013e+01 1.491111e+00 3.558133e+00 2.021442e+00 2.545868e+00 34 113 50 82 6233 6.145470e+02 2.073943e-01 
ImageC.jpg 3 9 0 31 102 44 74 0 0 0 0 255 255 255 255 6 6.368000e+00 1.859324e+00 
ImageC.jpg 3 10 0 2.950000e+01 1.027500e+02 44 74 1 5.000000e-01 0 0 31 103 255 255 4 4.590000e+00 2.385857e+00 
ImageC.jpg 3 11 0 32 101 46 74 0 0 0 0 255 255 255 255 3 3.920000e+00 2.453347e+00 
ImageC.jpg 3 12 0 3.250000e+01 1.015000e+02 4.450000e+01 7.450000e+01 5.773503e-01 5.773503e-01 5.773503e-01 5.773503e-01 33 102 45 75 4 5.880000e+00 1.453835e+00 
ImageC.jpg 3 13 0 32 101 44 74 0 0 0 0 255 255 255 255 2 1.960000e+00 6.542259e+00 
ImageC.jpg 3 14 0 3.326829e+01 1.066829e+02 4.470732e+01 7.765854e+01 3.138665e+00 3.319932e+00 3.348462e+00 2.912128e+00 39 113 50 83 41 2.648100e+01 7.347252e-01 
